"","Subject","session","Ensemble","Addend","Augend","rt","Accuracy","Response","ResponseType","Trial","Block"
"142",10,1,333,5,"E",4309,1,"K","true+1",65,3
"143",10,1,333,4,"G",3952,1,"K","true",66,3
"144",10,1,333,2,"G",2005,1,"I","true",67,3
"145",10,1,333,5,"H",4930,1,"M","true",68,3
"146",10,1,333,3,"J",3155,1,"M","true",69,3
"147",10,1,333,3,"I",1293,1,"L","true",71,3
"148",10,1,333,3,"H",2821,1,"L","true+1",72,3
"149",10,1,333,2,"E",2133,1,"G","true",73,3
"150",10,1,333,3,"F",3469,1,"I","true",74,3
"151",10,1,333,3,"F",2631,1,"H","true-1",75,3
"152",10,1,333,4,"J",4483,1,"N","true",76,3
"153",10,1,333,4,"H",5334,1,"M","true+1",78,3
"154",10,1,333,2,"J",3428,1,"L","true",79,3
"155",10,1,333,3,"H",3514,1,"K","true",80,3
"156",10,1,333,5,"I",7628,1,"N","true",81,3
"157",10,1,333,2,"I",1770,1,"K","true",83,3
"158",10,1,333,3,"F",4082,1,"I","true",84,3
"159",10,1,333,5,"F",2043,1,"J","true-1",85,3
"160",10,1,333,4,"F",1772,1,"I","true-1",86,3
"161",10,1,333,2,"H",2301,1,"K","true+1",87,3
"162",10,1,333,2,"E",1550,1,"G","true",88,3
"163",10,1,333,4,"G",3989,1,"L","true+1",89,3
"164",10,1,333,4,"G",1934,1,"K","true",90,3
"165",10,1,333,2,"I",2296,1,"K","true",91,3
"166",10,1,333,3,"J",2833,1,"M","true",92,3
"167",10,1,333,4,"I",3812,1,"M","true",93,3
"168",10,1,333,5,"H",4093,1,"M","true",95,3
"169",10,1,333,5,"I",4398,1,"O","true+1",96,3
"170",10,1,333,2,"G",2687,1,"I","true",1,4
"171",10,1,333,3,"E",2812,1,"G","true-1",2,4
"172",10,1,333,4,"J",1740,1,"N","true",4,4
"173",10,1,333,5,"H",1240,1,"M","true",5,4
"174",10,1,333,2,"G",1513,1,"H","true-1",6,4
"175",10,1,333,2,"E",1666,1,"G","true",7,4
"176",10,1,333,2,"G",2451,1,"I","true",8,4
"177",10,1,333,3,"G",3180,1,"J","true",9,4
"178",10,1,333,3,"I",2299,1,"K","true-1",10,4
"179",10,1,333,3,"F",3484,1,"J","true+1",11,4
"180",10,1,333,2,"H",2100,1,"J","true",12,4
"181",10,1,333,4,"F",3798,1,"J","true",13,4
"182",10,1,333,4,"I",3667,1,"N","true+1",14,4
"183",10,1,333,2,"F",2284,1,"G","true-1",15,4
"184",10,1,333,2,"H",2819,1,"I","true-1",18,4
"185",10,1,333,2,"F",3363,1,"H","true",19,4
"186",10,1,333,5,"I",5254,1,"N","true",20,4
"187",10,1,333,2,"E",1697,1,"G","true",21,4
"188",10,1,333,3,"F",3670,1,"H","true-1",23,4
"189",10,1,333,5,"I",1991,1,"O","true+1",24,4
"190",10,1,333,4,"I",4250,1,"M","true",25,4
"191",10,1,333,5,"F",4660,1,"K","true",26,4
"192",10,1,333,2,"H",2852,1,"K","true+1",27,4
"193",10,1,333,3,"H",4953,1,"J","true-1",28,4
"194",10,1,333,3,"F",2806,1,"I","true",29,4
"195",10,1,333,3,"J",3820,1,"M","true",30,4
"196",10,1,333,4,"F",5148,1,"K","true+1",31,4
"197",10,1,333,4,"I",5270,1,"M","true",32,4
"198",10,1,333,4,"E",4019,1,"I","true",33,4
"199",10,1,333,3,"F",5378,1,"I","true",34,4
"200",10,1,333,2,"G",2528,1,"J","true+1",35,4
"201",10,1,333,5,"G",5916,1,"M","true+1",36,4
"202",10,1,333,5,"H",1211,1,"M","true",37,4
"203",10,1,333,4,"E",3487,1,"I","true",38,4
"204",10,1,333,3,"H",5044,1,"K","true",39,4
"205",10,1,333,4,"H",2015,1,"M","true+1",40,4
"206",10,1,333,5,"F",4700,1,"J","true-1",41,4
"207",10,1,333,3,"J",3483,1,"L","true-1",42,4
"208",10,1,333,3,"G",3419,1,"I","true-1",44,4
"209",10,1,333,2,"F",2782,1,"I","true+1",45,4
"210",10,1,333,3,"I",5049,1,"L","true",46,4
"211",10,1,333,2,"J",1221,1,"L","true",47,4
"212",10,1,333,4,"G",4314,1,"K","true",48,4
"213",10,1,333,2,"H",2709,1,"J","true",49,4
"214",10,1,333,3,"G",4557,1,"K","true+1",50,4
"215",10,1,333,4,"E",4101,1,"H","true-1",51,4
"216",10,1,333,5,"G",5545,1,"L","true",52,4
"217",10,1,333,2,"J",3327,1,"L","true",53,4
"218",10,1,333,4,"H",5005,1,"L","true",54,4
"219",10,1,333,3,"J",3197,1,"M","true",56,4
"220",10,1,333,5,"H",5134,1,"N","true+1",57,4
"221",10,1,333,4,"J",3510,1,"M","true-1",58,4
"222",10,1,333,3,"E",3119,1,"I","true+1",59,4
"223",10,1,333,5,"E",3061,1,"K","true+1",60,4
"224",10,1,333,5,"I",4234,1,"M","true-1",61,4
"225",10,1,333,4,"G",4674,1,"K","true",62,4
"226",10,1,333,3,"E",2612,1,"H","true",63,4
"227",10,1,333,4,"J",5205,1,"N","true",64,4
"228",10,1,333,4,"F",5479,1,"J","true",65,4
"229",10,1,333,5,"H",2708,1,"L","true-1",66,4
"230",10,1,333,5,"E",5924,1,"J","true",67,4
"231",10,1,333,3,"H",3627,1,"K","true",68,4
"232",10,1,333,2,"E",1383,1,"F","true-1",69,4
"233",10,1,333,3,"H",3372,1,"L","true+1",70,4
"234",10,1,333,4,"J",4312,1,"O","true+1",71,4
"235",10,1,333,3,"G",3044,1,"J","true",72,4
"236",10,1,333,2,"J",4198,1,"M","true+1",73,4
"237",10,1,333,3,"E",3576,1,"H","true",74,4
"238",10,1,333,2,"I",1804,1,"K","true",75,4
"239",10,1,333,2,"I",2258,1,"L","true+1",76,4
"240",10,1,333,4,"H",4236,1,"L","true",77,4
"241",10,1,333,5,"I",5236,1,"N","true",78,4
"242",10,1,333,5,"G",3956,1,"L","true",79,4
"243",10,1,333,2,"I",1332,1,"J","true-1",81,4
"244",10,1,333,5,"F",5106,1,"L","true+1",82,4
"245",10,1,333,4,"G",1462,1,"L","true+1",83,4
"246",10,1,333,5,"E",4272,1,"J","true",84,4
"247",10,1,333,3,"I",4846,1,"M","true+1",86,4
"248",10,1,333,3,"I",1899,1,"L","true",87,4
"249",10,1,333,3,"J",5614,1,"N","true+1",88,4
"250",10,1,333,4,"F",3544,1,"I","true-1",89,4
"251",10,1,333,2,"J",2151,1,"K","true-1",90,4
"252",10,1,333,4,"I",3633,1,"L","true-1",91,4
"253",10,1,333,2,"F",1613,1,"H","true",92,4
"254",10,1,333,2,"E",2982,1,"H","true+1",93,4
"255",10,1,333,4,"G",2870,1,"J","true-1",94,4
"256",10,1,333,5,"G",3190,1,"K","true-1",95,4
"257",10,1,333,2,"I",2974,1,"K","true",96,4
"258",10,2,333,4,"I",2240,1,"N","true+1",1,2
"259",10,2,333,4,"F",5004,1,"J","true",2,2
"260",10,2,333,3,"I",2363,1,"L","true",3,2
"261",10,2,333,4,"H",3330,1,"M","true+1",4,2
"262",10,2,333,4,"F",3101,1,"K","true+1",5,2
"263",10,2,333,3,"J",4275,1,"N","true+1",7,2
"264",10,2,333,2,"H",2676,1,"K","true+1",8,2
"265",10,2,333,3,"J",5157,1,"L","true-1",10,2
"266",10,2,333,2,"I",1587,1,"K","true",12,2
"267",10,2,333,4,"F",3885,1,"I","true-1",13,2
"268",10,2,333,3,"F",4239,1,"J","true+1",14,2
"269",10,2,333,4,"H",3376,1,"L","true",15,2
"270",10,2,333,2,"J",2938,1,"M","true+1",16,2
"271",10,2,333,3,"F",1815,1,"I","true",17,2
"272",10,2,333,3,"J",1357,1,"M","true",19,2
"273",10,2,333,5,"H",4658,1,"L","true-1",20,2
"274",10,2,333,4,"I",6208,1,"M","true",21,2
"275",10,2,333,5,"G",3880,1,"L","true",22,2
"276",10,2,333,3,"H",3386,1,"L","true+1",23,2
"277",10,2,333,4,"G",3699,1,"L","true+1",24,2
"278",10,2,333,3,"E",1869,1,"G","true-1",25,2
"279",10,2,333,5,"G",6955,1,"K","true-1",26,2
"280",10,2,333,4,"H",2854,1,"L","true",28,2
"281",10,2,333,2,"H",1751,1,"J","true",29,2
"282",10,2,333,3,"F",3578,1,"I","true",30,2
"283",10,2,333,2,"E",1546,1,"G","true",31,2
"284",10,2,333,3,"G",2487,1,"J","true",32,2
"285",10,2,333,4,"G",2329,1,"J","true-1",33,2
"286",10,2,333,5,"H",5058,1,"N","true+1",34,2
"287",10,2,333,2,"F",1502,1,"G","true-1",35,2
"288",10,2,333,3,"E",1992,1,"H","true",37,2
"289",10,2,333,3,"G",3344,1,"K","true+1",38,2
"290",10,2,333,2,"E",1275,1,"G","true",39,2
"291",10,2,333,4,"E",1604,1,"H","true-1",40,2
"292",10,2,333,3,"G",2684,1,"J","true",41,2
"293",10,2,333,5,"E",4325,1,"J","true",42,2
"294",10,2,333,3,"H",2963,1,"J","true-1",43,2
"295",10,2,333,5,"F",5135,1,"J","true-1",44,2
"296",10,2,333,4,"F",3912,1,"J","true",45,2
"297",10,2,333,5,"F",1305,1,"K","true",46,2
"298",10,2,333,3,"E",4464,1,"I","true+1",47,2
"299",10,2,333,4,"J",2376,1,"N","true",48,2
"300",10,2,333,4,"J",943,1,"N","true",49,2
"301",10,2,333,2,"G",1415,1,"H","true-1",50,2
"302",10,2,333,2,"I",1449,1,"J","true-1",51,2
"303",10,2,333,2,"J",1547,1,"L","true",52,2
"304",10,2,333,3,"H",3175,1,"K","true",53,2
"305",10,2,333,2,"G",3722,1,"J","true+1",54,2
"306",10,2,333,5,"G",3219,1,"L","true",55,2
"307",10,2,333,2,"E",1412,1,"F","true-1",56,2
"308",10,2,333,2,"E",2342,1,"H","true+1",57,2
"309",10,2,333,5,"F",3806,1,"K","true",58,2
"310",10,2,333,3,"E",3860,1,"H","true",59,2
"311",10,2,333,3,"G",2567,1,"I","true-1",60,2
"312",10,2,333,2,"F",2597,1,"I","true+1",61,2
"313",10,2,333,2,"G",2838,1,"I","true",63,2
"314",10,2,333,2,"J",2695,1,"K","true-1",64,2
"315",10,2,333,5,"E",3887,1,"J","true",65,2
"316",10,2,333,5,"I",3073,1,"N","true",66,2
"317",10,2,333,2,"I",2731,1,"L","true+1",68,2
"318",10,2,333,3,"J",4561,1,"M","true",69,2
"319",10,2,333,4,"I",4357,1,"M","true",70,2
"320",10,2,333,4,"I",1057,1,"L","true-1",71,2
"321",10,2,333,4,"E",3508,1,"I","true",72,2
"322",10,2,333,3,"I",2151,1,"K","true-1",73,2
"323",10,2,333,5,"H",984,1,"M","true",74,2
"324",10,2,333,5,"G",1566,1,"M","true+1",75,2
"325",10,2,333,5,"F",4090,1,"L","true+1",76,2
"326",10,2,333,3,"H",1986,1,"K","true",77,2
"327",10,2,333,5,"I",1755,1,"O","true+1",78,2
"328",10,2,333,4,"J",2318,1,"M","true-1",79,2
"329",10,2,333,2,"I",1863,1,"K","true",80,2
"330",10,2,333,3,"I",2373,1,"L","true",81,2
"331",10,2,333,3,"F",2588,1,"H","true-1",82,2
"332",10,2,333,4,"E",5145,1,"J","true+1",83,2
"333",10,2,333,2,"H",2242,1,"J","true",84,2
"334",10,2,333,4,"J",1294,1,"O","true+1",85,2
"335",10,2,333,2,"F",2230,1,"H","true",86,2
"336",10,2,333,5,"E",2628,1,"K","true+1",87,2
"337",10,2,333,2,"F",1380,1,"H","true",89,2
"338",10,2,333,3,"I",2889,1,"M","true+1",90,2
"339",10,2,333,4,"H",6760,1,"K","true-1",91,2
"340",10,2,333,5,"H",887,1,"M","true",92,2
"341",10,2,333,4,"E",2434,1,"I","true",93,2
"342",10,2,333,2,"J",1878,1,"L","true",94,2
"343",10,2,333,2,"H",3315,1,"I","true-1",95,2
"344",10,2,333,4,"G",3567,1,"K","true",96,2
"345",10,2,333,2,"E",1761,1,"G","true",1,3
"346",10,2,333,4,"G",2468,1,"K","true",2,3
"347",10,2,333,3,"H",2038,1,"K","true",3,3
"348",10,2,333,4,"H",1613,1,"M","true+1",4,3
"349",10,2,333,2,"G",2181,1,"J","true+1",5,3
"350",10,2,333,5,"F",5413,1,"J","true-1",6,3
"351",10,2,333,3,"F",3409,1,"I","true",7,3
"352",10,2,333,5,"F",3433,1,"L","true+1",8,3
"353",10,2,333,3,"I",2672,1,"K","true-1",9,3
"354",10,2,333,4,"I",2681,1,"M","true",10,3
"355",10,2,333,5,"E",6562,1,"K","true+1",11,3
"356",10,2,333,2,"I",2955,1,"L","true+1",13,3
"357",10,2,333,3,"I",1655,1,"L","true",14,3
"358",10,2,333,4,"J",2382,1,"N","true",15,3
"359",10,2,333,4,"E",4677,1,"I","true",16,3
"360",10,2,333,5,"I",1763,1,"O","true+1",17,3
"361",10,2,333,3,"H",3429,1,"L","true+1",18,3
"362",10,2,333,3,"J",3021,1,"L","true-1",19,3
"363",10,2,333,3,"F",4226,1,"J","true+1",23,3
"364",10,2,333,4,"G",3253,1,"K","true",24,3
"365",10,2,333,3,"G",2771,1,"K","true+1",25,3
"366",10,2,333,5,"E",1496,1,"J","true",26,3
"367",10,2,333,4,"H",7319,1,"K","true-1",27,3
"368",10,2,333,2,"I",2156,1,"K","true",28,3
"369",10,2,333,4,"I",3693,1,"M","true",29,3
"370",10,2,333,5,"G",6663,1,"M","true+1",30,3
"371",10,2,333,2,"I",1595,1,"J","true-1",31,3
"372",10,2,333,3,"F",3142,1,"H","true-1",32,3
"373",10,2,333,4,"I",4042,1,"N","true+1",33,3
"374",10,2,333,4,"H",3901,1,"L","true",35,3
"375",10,2,333,2,"H",1710,1,"J","true",36,3
"376",10,2,333,3,"E",2899,1,"G","true-1",37,3
"377",10,2,333,5,"I",2897,1,"N","true",38,3
"378",10,2,333,5,"F",1280,1,"K","true",39,3
"379",10,2,333,2,"J",2793,1,"L","true",40,3
"380",10,2,333,3,"I",2075,1,"M","true+1",41,3
"381",10,2,333,4,"J",2000,1,"O","true+1",42,3
"382",10,2,333,3,"E",3000,1,"H","true",43,3
"383",10,2,333,4,"F",3986,1,"K","true+1",44,3
"384",10,2,333,2,"F",3663,1,"I","true+1",45,3
"385",10,2,333,5,"G",4092,1,"L","true",46,3
"386",10,2,333,2,"I",1940,1,"K","true",47,3
"387",10,2,333,3,"H",4942,1,"J","true-1",48,3
"388",10,2,333,3,"I",2816,1,"L","true",49,3
"389",10,2,333,4,"F",4929,1,"J","true",51,3
"390",10,2,333,2,"E",1411,1,"F","true-1",52,3
"391",10,2,333,3,"F",3766,1,"I","true",53,3
"392",10,2,333,3,"G",3357,1,"J","true",54,3
"393",10,2,333,2,"H",1943,1,"I","true-1",55,3
"394",10,2,333,2,"G",1538,1,"I","true",56,3
"395",10,2,333,5,"G",4286,1,"L","true",57,3
"396",10,2,333,5,"I",1950,1,"N","true",58,3
"397",10,2,333,5,"F",856,1,"K","true",59,3
"398",10,2,333,4,"J",2065,1,"M","true-1",61,3
"399",10,2,333,3,"J",933,1,"M","true",62,3
"400",10,2,333,5,"H",879,1,"M","true",63,3
"401",10,2,333,3,"H",3481,1,"K","true",64,3
"402",10,2,333,4,"J",1853,1,"N","true",65,3
"403",10,2,333,2,"F",1596,1,"G","true-1",66,3
"404",10,2,333,2,"H",2758,1,"K","true+1",67,3
"405",10,2,333,5,"G",5436,1,"K","true-1",68,3
"406",10,2,333,3,"G",1879,1,"J","true",69,3
"407",10,2,333,4,"G",1717,1,"L","true+1",70,3
"408",10,2,333,4,"I",3866,1,"L","true-1",71,3
"409",10,2,333,2,"F",1500,1,"H","true",72,3
"410",10,2,333,5,"H",1867,1,"N","true+1",73,3
"411",10,2,333,2,"G",1737,1,"I","true",74,3
"412",10,2,333,3,"E",2749,1,"H","true",75,3
"413",10,2,333,5,"H",962,1,"M","true",76,3
"414",10,2,333,4,"F",3791,1,"J","true",78,3
"415",10,2,333,3,"J",1686,1,"M","true",81,3
"416",10,2,333,4,"H",3917,1,"L","true",82,3
"417",10,2,333,2,"J",1533,1,"M","true+1",83,3
"418",10,2,333,4,"F",4361,1,"I","true-1",84,3
"419",10,2,333,2,"F",1878,1,"H","true",85,3
"420",10,2,333,2,"E",2003,1,"G","true",86,3
"421",10,2,333,4,"E",3515,1,"I","true",87,3
"422",10,2,333,5,"H",2062,1,"L","true-1",88,3
"423",10,2,333,3,"G",2403,1,"I","true-1",89,3
"424",10,2,333,2,"G",1720,1,"H","true-1",90,3
"425",10,2,333,2,"E",1789,1,"H","true+1",91,3
"426",10,2,333,2,"J",1966,1,"K","true-1",92,3
"427",10,2,333,4,"E",1767,1,"J","true+1",93,3
"428",10,2,333,4,"G",3482,1,"J","true-1",94,3
"429",10,2,333,4,"E",3118,1,"H","true-1",95,3
"430",10,2,333,5,"I",1443,1,"M","true-1",96,3
"431",10,2,333,5,"I",1099,1,"M","true-1",1,4
"432",10,2,333,4,"J",2220,1,"N","true",2,4
"433",10,2,333,3,"I",1914,1,"K","true-1",3,4
"434",10,2,333,5,"E",1590,1,"I","true-1",5,4
"435",10,2,333,5,"F",2111,1,"K","true",6,4
"436",10,2,333,2,"E",2482,1,"G","true",7,4
"437",10,2,333,4,"H",3924,1,"K","true-1",8,4
"438",10,2,333,5,"E",1396,1,"J","true",9,4
"439",10,2,333,2,"I",1496,1,"J","true-1",10,4
"440",10,2,333,3,"G",2903,1,"J","true",11,4
"441",10,2,333,3,"J",2293,1,"L","true-1",12,4
"442",10,2,333,2,"E",1328,1,"G","true",13,4
"443",10,2,333,4,"J",1254,1,"O","true+1",14,4
"444",10,2,333,3,"I",2160,1,"L","true",15,4
"445",10,2,333,2,"H",1920,1,"I","true-1",16,4
"446",10,2,333,3,"G",3340,1,"K","true+1",17,4
"447",10,2,333,4,"J",1655,1,"M","true-1",18,4
"448",10,2,333,3,"E",2526,1,"I","true+1",19,4
"449",10,2,333,3,"G",1278,1,"J","true",20,4
"450",10,2,333,5,"G",3815,1,"L","true",21,4
"451",10,2,333,2,"F",2620,1,"H","true",22,4
"452",10,2,333,4,"F",2760,1,"J","true",23,4
"453",10,2,333,4,"I",4045,1,"M","true",24,4
"454",10,2,333,2,"J",1624,1,"L","true",25,4
"455",10,2,333,4,"G",3393,1,"L","true+1",26,4
"456",10,2,333,2,"G",1913,1,"J","true+1",27,4
"457",10,2,333,3,"H",3125,1,"L","true+1",28,4
"458",10,2,333,5,"F",4537,1,"L","true+1",29,4
"459",10,2,333,2,"H",2157,1,"K","true+1",30,4
"460",10,2,333,2,"G",1741,1,"I","true",31,4
"461",10,2,333,3,"I",2049,1,"L","true",32,4
"462",10,2,333,4,"E",1495,1,"I","true",33,4
"463",10,2,333,3,"F",2902,1,"I","true",34,4
"464",10,2,333,4,"E",7220,1,"H","true-1",35,4
"465",10,2,333,3,"E",2158,1,"G","true-1",36,4
"466",10,2,333,5,"H",879,1,"M","true",37,4
"467",10,2,333,4,"G",2522,1,"J","true-1",38,4
"468",10,2,333,2,"G",1690,1,"I","true",39,4
"469",10,2,333,5,"H",1200,1,"L","true-1",40,4
"470",10,2,333,3,"H",2860,1,"K","true",41,4
"471",10,2,333,3,"J",3005,1,"N","true+1",42,4
"472",10,2,333,4,"J",1175,1,"N","true",43,4
"473",10,2,333,4,"I",2420,1,"M","true",44,4
"474",10,2,333,3,"H",2601,1,"J","true-1",45,4
"475",10,2,333,2,"H",1094,1,"J","true",46,4
"476",10,2,333,3,"F",3576,1,"I","true",48,4
"477",10,2,333,3,"J",1399,1,"M","true",50,4
"478",10,2,333,3,"H",2218,1,"K","true",51,4
"479",10,2,333,5,"F",8312,1,"J","true-1",52,4
